,price,Condition,Seller Notes,Year,VIN (Vehicle Identification Number),Mileage,Interior Color,Sub Model,Body Type,Warranty,Transmission,Make,Drive Type,Fuel Type,Safety Features,For Sale By,Drive Side,Fuel,Model,Exterior Color,Disability Equipped,Vehicle Title,Engine,item_link
0,"US $48,900.00
Best offer accepted  ",Used,“2018 Tesla Model X 100D 295 FULL CHARGE Ready for new owner.”,2018,5YJXCAE25JF089783,78398,Black,Model X 100D 295 FULL CHARGE,SUV,Vehicle has an existing warranty,Automatic,Tesla,AWD,Electric,"Anti-Lock Brakes, Driver Airbag, Passenger Airbag, Side Airbags",Dealer,Left-hand drive,electric,Model X,Gray,No,Clean,Electric,https://www.ebay.com/itm/256048040264?hash=item3b9da70948:g:fHIAAOSwieBkPtU~&amdata=enc%3AAQAIAAAAwMYpbKTPPpChZHBE9RJjvHvE%2B%2BxiqM7FG0BDDo0B502BPtXd1VpmOIjdlLj3wxzDc%2Fc%2Bm36IDbLHZAL4uxZXcIjHRoTmvK0QdYIILdy2AhV1CvRYpsdZg0%2FXnc2XZrwuw4J7YpWbHJiny14CAnLuEJPnuvvGZV6Hbh7ZJo5WucloyV0Hp3vQUGXNjxK129a9S%2FawYgT5%2Br0SR81vzzrrEVmXQDD60H4HqzPbhyenwROg9C5hIh3ThQtf01qzjbOvBQ%3D%3D%7Ctkp%3ABk9SR4KS4eGIYg
