condition,price,ended,vin,make,model,ebay_item_id,winning_bid
used,,,WDBWK56FX5F046600,Mercedes-Benz,SLK,166048933538,
used,,,WDBLK65G63T142709,Mercedes-Benz,,204310407431,
used,,,250S026148,Mercedes-Benz,,304888774992,
used,,,4JGBB77E28A337705,Mercedes-Benz,,304928722931,
Certified pre-owned,,,WDDXK8CB1HA021178,Mercedes-Benz,Cabriolet,354764825119,
used,,,10704412028172,Mercedes-Benz,,364182372258,
used,,,WDBGA57E7SA219107,Mercedes-Benz,,364257476327,
used,,,W11304412000562,Mercedes-Benz,280SL,295587410933,
used,,,WDBFA68F8XF183382,Mercedes-Benz,Convertible,325538861978,
used,,,WDBRF40J74A613818,Mercedes-Benz,C 230 Kompressor 4dr Sedan,304924149093,
used,,,wdbba48d9ha055166,Mercedes-Benz,560SL,374661762978,
used,,,11111111111111111,Mercedes-Benz,Convertible +hardtop,295590348073,
used,,,WDBFA61E9LF005993,Mercedes-Benz,Hardtop / Convertible,125872008826,
used,,,WDDNG9EB1DA523274,Mercedes-Benz,,185905319487,
used,,,WDBNG73J72A280879,Mercedes-Benz,,325598538369,
used,,,WDBRF40J85F675880,Mercedes-Benz,C 230 Kompressor 4dr Sedan,404251079761,
used,,,WDBFA67FXVF142105,Mercedes-Benz,,285193585167,
used,,,WDBKK49F12F264165,Mercedes-Benz,,125832915287,
used,,,WDBNG84JX5A455621,Mercedes-Benz,,225551760748,
used,,,4jgbb2fbxaa605108,Mercedes-Benz,ML350 BlueTEC Diesel 4Matic,256060805996,
used,,,WDBBA45A7CB016914,Mercedes-Benz,380SL,285245196234,
used,,,WDBHA29G8XA719432,Mercedes-Benz,,255997380751,
used,,,WDBSK75F73F035188,Mercedes-Benz,,325557954761,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,4JGDA5HB4EA371032,Mercedes-Benz,,285243519381,
used,,,WDBBA48D5HA070926,Mercedes-Benz,,234946008756,
used,,,55SWF6EB5KU293855,Mercedes-Benz,,295669032177,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,7FCTGAAA8NN013556,RIVIAN,,155539934439,
used,,,7FCTGAAAXNN007726,Rivian,,266214596092,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,7FCTGAAA9NN015168,Other Makes,,266158591525,
used,,,7pdsgaba5pn003630,Rivian,,304905485504,
used,,,7PDSGABL2PN004333,Rivian,,285244784133,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,7PDSGABLXNN001791,Rivian,,165960127016,
used,,,7FCTGAAA9NN011167,Other Makes,,145066602947,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,7PDSGABA1PN004550,RIVIAN,,155439913629,
used,,,7PDSGABL9PN003308,Rivian,,325642133245,
used,,,7PDSGABA4PN006597,RIVIAN,,275788350349,
used,,,7PDSGABA9PN005316,Rivian,,175657325036,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,7PDSGABL4NN001012,Rivian,,195671825785,
used,,,7PDSGABL4NN001656,Rivian,,225544889227,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,7PDSGABA9PN004960,RIVIAN,,115733251368,
used,,,7PDSGABL4NN001656,Rivian,,225440588436,
used,,,JB3XD64B5NY033765,Dodge,Mitsubishi 3000GT 3000 GT,266248383725,
used,,,1FTYR2CM0KKA88090,Ford,Ford Transit Nissan City GMC Minivan Cargo Ram Dodge Jeep SUV KIA,134571440856,
used,,,NM0KS9CN2DT168058,Ford,,115806214526,
used,,,1FBZX2CM8HKA04119,Ford,,275842327574,
used,,,NM0LS7T21N1527587,Ford,,166053296537,
used,,,NM0LS6BN9AT004158,Ford,,404287842107,
used,,,1FTYR2XM1GKA25324,Ford,,285277498466,
used,,,537LS7D42CT075522,Ford,,195742404491,
used,,,NM0LS7F24L1465773,Ford,LWB Cargo,256051374764,
used,,,1FTBF4XG5KKA28871,Ford,350 HD 3dr LWB High Roof DRW Extended Cargo Van w/Sliding Passeng,385589504239,
used,,,1FTBW3XG7HKB21023,Ford,,225566414063,
used,,,NM0LS6AN3DT174926,Ford,,394594592585,
used,,,1FBAX2CG3FKA70145,Ford,,204307945091,
used,,,1FBVU4XG7HKA53691,Ford,,166050871744,
used,,,NM0GE9F77G1249177,Ford,,225551531705,
used,,,3C6TRVCG9HE514948,Ram,Ford Transit Nissan City GMC Minivan Cargo Ram Dodge,134542097972,
used,,,1FBZX2ZMXKKA92878,Ford,,145016810671,
used,,,Nm0ls7bn0dt136218,Ford,,314531334604,
used,,,NM0LS7F78G1277601,Ford,Dodge Ram Ford F-150 Crew 4X4 Jeep Tundra Titan GMC Silverado KIA,145037830374,
used,,,NM0LS7E7XE1167714,Ford,Ford Transit Dodge Promaster Nissan City Cargo Utility,374631764795,
used,,,1FDES8PM3HKA82499,Ford,,334842176063,
used,,,1FTBW2CM8HKA01768,Ford,350 Power Side-Entry,266218550628,
used,,,1FBAX2CM1FKA59585,Ford,,394576267932,
used,,,1FTYR2CM9KKA62491,Ford,,404241529074,
used,,,NM0LS6AN3DT174926,Ford,,394562329395,
used,,,1FBVU4XG7GKA29888,Ford,,325612302704,
used,,,1FTBW3XG7HKB21023,Ford,,225501666429,
used,,,NM0LE7E22M1493582,Ford,,166009012695,
used,,,NM0LS6E73H1293394,Ford,Ford Transit Nissan City GMC Minivan Cargo Ram Dodge,145012091900,
used,,,1FTYR2XG8KKB24127,Ford,,166005665472,
used,,,1FBAX2CM1FKA59585,Ford,,175679289490,
used,,,NM0KS9BN5AT029524,Ford,,166003721360,
used,,,1FTNR3XG3FKA90385,Ford,250 3dr LWB High Roof Extended Cargo Van w/Sliding Passenger Side,304865001073,
used,,,NM0LS7E21L1462038,Ford,XL 4dr LWB Cargo Mini-Van w/Rear Cargo Doors,225502694046,
used,,,1FTYR2XG8KKB24127,Ford,,165996028009,
used,,,1FTBR3X86LKA72017,Ford,,334810283200,
used,,,NM0LS6E73H1293394,Ford,Ford Transit Nissan City GMC Minivan Cargo Ram Dodge,134500275525,
used,,,1FTBR2C8XMKA77867,Ford,,144974289719,
used,,,1FTYR2CM1KKA62484,Ford,,204283162051,
used,,,1FTYR2CM9KKA62491,Ford,,404211986706,
used,,,NM0LS6AN3DT174926,Ford,,394524604786,
used,,,1N6BF0LY7JN804466,Nissan,Nissan NV HD Ford Transit Ram Promaster City Cargo High Top VAN,134498907822,
used,,,NM0LS7FX0F1219707,Ford,,144995124692,
used,,,1FDBF6PM3GKB18542,Ford,350 HD 2dr 138 in. WB DRW Cutaway Chassis w/9950 Lb. GVWR,385495715455,
used,,,1FTBR3X86LKA72017,Ford,,334805545156,
used,,,1FBVU4XV9FKA40498,Ford,,325584137373,
used,,,NM0LE7E79G1277017,Ford,Ford Transit Nissan City GMC Minivan Cargo Ram Dodge,134494672093,
used,,,1FTBR3X86LKA72017,Ford,,334800778375,
used,,,1FTYE1C82LKA01896,Ford,,325576723618,
used,,,1FBAX2Y89LKA26552,Ford,,285190136652,
used,,,1FBZX2ZM6GKB12745,Ford,,325573258212,
used,,,NM0LS7F7XH1299374,Ford,XLT,175641072202,
used,,,1FTYR2CG4KKA96591,Ford,,256001016765,
used,,,NM0LS6AN3DT174926,Ford,,394494456829,
used,,,1FBZX2CM0FKA55594,Ford,handicap wheelchair accessible van,115726380059,
used,,,NM0LS6E73F1217588,Ford,,314454938107,
used,,,1FTRS4XG9HKA28343,Ford,,195631587886,
used,,,nm0ls7e77f1227725,Ford,,144978520191,
used,,,1GCWGAFG1K1264423,Chevrolet,Ford Transit Dodge Promaster Nissan City Cargo Utility Express,374547379179,
used,,,NM0LS7E21K1383824,Ford,,325563403923,
used,,,NM0LS6F71J1373300,Ford,Ford Transit Dodge Promaster Nissan City Cargo Utility Minivan,144963899332,
used,,,1FTBW3X87LKA29718,Ford,,115717440372,
used,,,1FDBW5PM0HKA99198,Ford,350 2dr 138 in. WB SRW Cutaway Chassis,385449370582,
used,,,NM0LS7F7XH1299374,Ford,XLT,175627728150,
used,,,1GTW7AFG8J1907851,GMC,Ford Transit Dodge Promaster Nissan City Cargo Utility,374489873942,
used,,,nm0ls7e77f1227725,Ford,,144957423870,
used,,,1FTNR2ZM1FKA27900,Ford,,175625158786,
used,,,1FBVU4XGXLKA36926,Ford,,325554239675,
used,,,1FBVU4XV7FKA00176,Ford,SLT,325544416305,
used,,,1GCWGAFG1K1264423,Chevrolet,Ford Transit Dodge Promaster Nissan City Cargo Utility Express,134441388097,
used,,,nm0ls7e77f1190658,Ford,,234903145081,
used,,,3VWM17AU1HM528936,VOLKSWAGEN,,145052344880,
used,,,WVWRR7AU6HW954243,VOLKSWAGEN,,165254495976,
used,,,3VW217AU3KM512882,VOLKSWAGEN,,204260746997,
used,,,3VWG17AU1JM251210,VOLKSWAGEN,,234953663402,
used,,,3VW017AU8HM515759,VOLKSWAGEN,,266209165579,
used,,,3VW217AU7FM103547,VOLKSWAGEN,,374591230062,
used,,,SADHB2S10K1F72950,Jaguar,,314495148778,
used,,,SADHC2S16K1F72657,Jaguar,,354665404666,
used,,,SADCJ2FX1LA653031,Jaguar,Jaguar Bentley Lexus Acura Infiniti Cadillac Lincoln Audi BMW KIA,134497520104,
used,,,SADCK2BV2HA086711,Jaguar,,325543190376,
used,,,SADCM2BV8HA489599,Jaguar,,404274601153,
used,,,SADCJ2FX1LA653031,Jaguar,Jaguar Bentley Lexus Acura Infiniti Cadillac Lincoln Audi BMW KIA,145015480738,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,5LMYJ8XY2PNL01269,Lincoln,AWD Grand Touring 4dr SUV,314588845716,
used,,,5LMYJ8XY4NNL00685,Lincoln,AVIATOR GRAND TOUR AWD  Hybrid Engine,166055945840,
used,,,5LM5J7XC1MGL06450,Lincoln,Lincoln SUV Cadillac Jeep Toyota Honda Acura Lexus Dodge Audi GMC,145054654528,
used,,,5LM5J7XC5LGL21449,Lincoln,Free 90 days  warranty ( Engine and Trans ),115772635462,
used,,,5LM5J0XC9NGL04339,Lincoln,,256020425624,
used,,,5LM5J7XC2LGL32439,Lincoln,,256004299609,
used,,,WP0BA2Y16NSA67408,Porsche,,155515470003,
used,,,WP0AA2Y13MSA15843,Porsche,,266190836804,
used,,,WP0AA2Y13MSA15843,Porsche,,266162787400,
used,,,WP0AA2Y13MSA15843,Porsche,,266162175217,
used,,,WA1LAAGE2KB023539,Audi,,285293560733,
used,,,WA1VABGE3KB009566,Audi,,285294882300,
used,,,WA11AAGE8MB011132,Audi,E-TRON,266232284616,
used,,,1C4RJFAG5KC685746,Jeep,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,145060765747,
used,,,WDDGF8AB9ER312452,Mercedes-Benz,,404284723415,
used,,,WDBRF81J15F621312,Mercedes-Benz,C240W 4MATIC,266254988930,
used,,,00000000000000000,Mercedes-Benz,,145071339639,
used,,,55SWF6EB7HU232385,Mercedes-Benz,,285265118554,
used,,,55SWF4JB0HU196159,Mercedes-Benz,,285261273336,
used,,,WDBRF81J15F621312,Mercedes-Benz,C240W 4MATIC,266237062396,
used,,,55SWF4KB7FU040101,Mercedes-Benz,,285222916721,
used,,,WDDWK4JB1HF559504,Mercedes-Benz,C300 Cabriolet,175698817416,
used,,,WDBHA22E7SF228421,Mercedes-Benz,C220,374588876542,
used,,,55SWF4JBXGU155990,Mercedes-Benz,,266231673825,
used,,,WDDGF8AB4ER305294,Mercedes-Benz,WARRANTY!PREMIUM PACKAGE!,285238882743,
used,,,55SWF4KB7GU160532,Mercedes-Benz,,314546655578,
used,,,WDDGF4HBXDA772537,Mercedes-Benz,,166037543385,
used,,,WDDGF81X29R071254,Mercedes-Benz,,295619222795,
used,,,WDBRF54H26A846442,Mercedes-Benz,C 280 Luxury 4dr Sedan,374621491998,
used,,,W1KWF8DB2LR571742,Mercedes-Benz,AMG,285223140305,
used,,,WDBRF40J85F675880,Mercedes-Benz,C 230 Kompressor 4dr Sedan,374608938430,
used,,,WDDWF8EB7KR458088,Mercedes-Benz,,364206876400,
used,,,WDBHA22E4SF165620,Mercedes-Benz,C 220 4dr Sedan,374607183338,
used,,,WDBRF40J94F517028,Mercedes-Benz,C 230 Kompressor 4dr Sedan,374598368539,
used,,,WDBRF40J54F461962,Mercedes-Benz,C 230 Kompressor 4dr Sedan,404216231020,
used,,,WDBRN40J74A547564,Mercedes-Benz,,125843340972,
used,,,WDBRF54H37A920534,Mercedes-Benz,,314484564772,
used,,,WDBRN47J12A323290,Mercedes-Benz,C 230 Kompressor 2dr Hatchback,374580926042,
used,,,WDBRF64J02E002153,Mercedes-Benz,,256017730336,
used,,,WDBRF40J85F675880,Mercedes-Benz,C 230 Kompressor 4dr Sedan,404213265850,
used,,,55SWF4JB4HU215103,Mercedes-Benz,,125815345837,
used,,,WDBRF64J71F081622,Mercedes-Benz,C320W,266176156341,
used,,,WDBRF64J91F097434,Mercedes-Benz,C 320 4dr Sedan,404207200942,
used,,,WDDGF8BB0CR193136,Mercedes-Benz,WARRANTY!,144990564181,
used,,,WDDGF5EB9AR115641,Mercedes-Benz,,285192266386,
used,,,W1KWF8DB2LR571742,Mercedes-Benz,AMG,285179382720,
used,,,WDDWF8GB1LR520924,Mercedes-Benz,,266169837790,
used,,,55SWF4JB1GU168160,Mercedes-Benz,,155453079602,
used,,,WDDGF4HB7EA953953,Mercedes-Benz,,234933108671,
used,,,WDBRF40J64F554568,Mercedes-Benz,C 230 Kompressor 4dr Sedan,304838137650,
used,,,WDBRF61J34A616970,Mercedes-Benz,C 240 4dr Sedan,304830725288,
used,,,WDBRF64J71F081622,Mercedes-Benz,C320W,266154672273,
used,,,WDBHA28E8RF099008,Mercedes-Benz,C 280 4dr Sedan,374549204098,
used,,,WDBRH81J33F411432,Mercedes-Benz,,204261026025,
used,,,WDBRF40J64F554568,Mercedes-Benz,C 230 Kompressor 4dr Sedan,304824595298,
used,,,WDDWF8GB1LR520924,Mercedes-Benz,,285161691989,
used,,,wdbrf65j83f390159,Mercedes-Benz,C32 AMG,285146244017,
used,,,WDBRF61J52F267410,Mercedes-Benz,,225432701404,
used,,,JA4MS41X69Z005804,Mitsubishi,,295688451469,
used,,,4a4ap5au0de021852,Mitsubishi,,125918983272,
used,,,JA4MS41X69Z005804,Mitsubishi,,394603185342,
used,,,JA4AS2AW4AZ006856,Mitsubishi,ES ALL STAR,266195044304,
used,,,JA4AP3AU9KU021504,Mitsubishi,,185826851058,
used,,,JA4AR4AW9KU009533,Mitsubishi,,334802647370,
used,,,JA4AR3AU0KU020736,Mitsubishi,,256016764625,
used,,,1ZVBP8CF8D5209057,Ford,,385566545116,
used,,,KNDJT2A1XB7324906,Kia,,295682840083,
used,,,KNDJT2A1XB7324906,Kia,,275810287246,
used,,,KNDJT2A62C7392260,Kia,,295637249626,
used,,,KNDJT2A52D7749395,Kia,4dr Crossover 6A,374640316732,
used,,,00000000000000000,Kia,,285213537048,
used,,,KNDJT2A56D7528527,Kia,4dr Crossover 6A,404206164107,
used,,,KNDJN2A29J7895885,Kia,,185801532695,
used,,,KNDJN2A22E7726779,Kia,,165954598351,
used,,,5NPE24AF1HH499772,Hyundai,,304938340908,
used,,,5NPEB4AC5EH929451,Hyundai,,374703397448,
used,,,5NPE34AF5FH092323,Hyundai,,285275998479,
used,,,5NPEB4AC1BH046734,Hyundai,,285278668017,
used,,,5NPEB4ACXBH090280,Hyundai,,394602569857,
used,,,5NPE34AF9JH654037,Hyundai,,354762668847,
used,,,KMHWF35HX4A995374,Hyundai,GLS 4dr Sedan,374685457009,
used,,,5NPE24AA5FH175872,Hyundai,Eco,185884143309,
used,,,5NPET4AC7AH599948,Hyundai,,295673577860,
used,,,5NPEB4AC9DH698620,Hyundai,WARRANTY!,314558480345,
used,,,5NPE24AF1GH408059,Hyundai,,285257089363,
used,,,5NPE24AA5FH175872,Hyundai,Eco,185873487193,
used,,,5NPET46C17H197344,Hyundai,GLS 4dr Sedan,404255930231,
used,,,5NPEC4AB4DH731950,Hyundai,,125903119054,
used,,,5NPEC4AB4DH731950,Hyundai,,125901172065,
used,,,5NPEJ4J23LH015416,Hyundai,,225540513461,
used,,,5NPEC4AB4DH731950,Hyundai,,125884529342,
used,,,5NPE24AF7GH339541,Hyundai,,175689215425,
used,,,5NPE24AF9FH020902,Hyundai,WARRANTY!,145026222751,
used,,,5NPEC4AB4DH731950,Hyundai,,125866376204,
used,,,5NPE24AF9HH594578,Hyundai,,175680264655,
used,,,5NPEC4AB5EH853167,Hyundai,SE 2.0T 4dr Sedan,374606583812,
used,,,5NPE24AF4JH627394,Hyundai,,225507007401,
used,,,KMHWF25VXYA168691,Hyundai,4dr Sedan,374598390697,
used,,,KMHEC4A44FA123093,Hyundai,LIMITED,195687707953,
used,,,5NPE34AF3KH748562,Hyundai,,266165249321,
used,,,5NPEB4AC3BH063776,Hyundai,,314478893116,
used,,,5NPEC4AB5EH853167,Hyundai,SE 2.0T 4dr Sedan,404214846909,
used,,,5NPE24AF9FH020902,Hyundai,WARRANTY!,314469130943,
used,,,5NPEG4JA4NH133466,Hyundai,,275751174010,
used,,,5NPEC4AB5EH933245,Hyundai,,275730687889,
used,,,5NPEB4AC5CH438651,Hyundai,GLS 4dr Sedan 6A,304834403136,
used,,,5NPEC4AC8BH194778,Hyundai,sport,314446461274,
used,,,5NPE34AF3KH748562,Hyundai,,266161853728,
used,,,5NPE24AFXHH567616,Hyundai,WARRANTY!,144976797406,
used,,,5NPE34AF3KH748562,Hyundai,,255993171629,
used,,,KMHEC4A43DA067158,Hyundai,4dr Sedan,304823361466,
used,,,5NPE24AF5KH807064,Hyundai,,225459980599,
used,,,5NPET4AC5AH649455,Hyundai,GLS 4dr Sedan 5A,304820622758,
used,,,5NPEB4AC5DH708611,Hyundai,,325546412060,
used,,,1C4RJFN91MC619497,Jeep,,385620838683,
used,,,1J4GW48NXYC326056,Jeep,4dr Laredo 4WD SUV,374702902460,
used,,,1J8HR68268C210865,Jeep,,334874661487,
used,,,1C4RJFAG7LC332927,Jeep,,115804856094,
used,,,1C4RJFBGXLC417596,Jeep,,115804819926,
used,,,1C4RJFAG2HC910438,Jeep,,285281284710,
used,,,2GNAXSEV2J6177472,Chevrolet,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374692116946,
used,,,1J4RR6GT2BC647317,Jeep,,125931929887,
used,,,1C4RJFN94JC198855,Jeep,,115799004082,
used,,,1C4RJFN91MC822583,Jeep,,266254657914,
used,,,1G4PP5SK3E4212523,Buick,Jeep Grand Cherokee Dodge GMC Audi Lexus Toyota Honda KIA Ford,134563397401,
used,,,1J4GW48SX1C714982,Jeep,,166093572794,
used,,,1J4GZ58S3WC370979,Jeep,,404270922784,
used,,,1C4RJFBGXKC558585,Jeep,,285252461129,
used,,,1FMCU9HD3KUB76819,Ford,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,134559193719,
used,,,1j4gz78y3tc368189,Jeep,,404271840134,
used,,,1GYKNERS0KZ229363,Cadillac,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,145065423380,
used,,,1J4GZ58Y4VC679492,Jeep,,295675882682,
used,,,1J4RR6GT1BC605639,Jeep,,115798130435,
used,,,1C4RJFCT2JC179056,Jeep,FORD CHEVY DODGE CADILLAC,295673666720,
used,,,1C4RJFDJ3HC769242,Jeep,,166069173478,
used,,,1GKKNXLS7LZ160235,GMC,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,134525022975,
used,,,1FM5K8F85HGC30434,Ford,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374670741884,
used,,,1C4RJFBG2LC139115,Jeep,,115789123366,
used,,,1C4RJEBG6LC182589,Jeep,Jeep Grand Cherokee SUV Dodge GMC Audi Lexus Toyota Honda Subaru,374664238582,
used,,,1C4RJEAG7EC124625,Jeep,,125910398120,
used,,,1FM5K8GC8MGB12858,Ford,FORD CHEVY DODGE CADILLAC,295654397442,
used,,,1G4PP5SK3E4212523,Buick,Jeep Grand Cherokee Dodge GMC Audi Lexus Toyota Honda KIA Ford,145049827732,
used,,,2GNAXSEV2J6177472,Chevrolet,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374652492852,
used,,,1J4GZ78YXWC112751,Jeep,LIMITED,195720526662,
used,,,1C4RJFBG8LC218143,Jeep,LIMITED AWD NAV  TOP OF THE LINE,195719938813,
Certified pre-owned,,,1C4RJFBG3KC773726,Jeep,,354732087369,
used,,,1GYKNERS0KZ229363,Cadillac,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,145043675718,
used,,,1j4gw58n64c186443,Jeep,,285249093722,
used,,,1FMCU9J98HUA92106,Ford,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374645741466,
used,,,1C4RJFAG8FC761935,Jeep,WARRANTY!4x4,145051052597,
used,,,1C4RJFN94JC223818,Jeep,,266231761807,
used,,,1C4RJFBG6LC138923,Jeep,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,145039199474,
used,,,1GKKNXLS2LZ157100,GMC,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,145034571145,
used,,,1C4RJFBG2LC139115,Jeep,,115772488882,
used,,,1C4RJFCT1KC666153,Jeep,Jeep Grand Cherokee SUV Dodge GMC Audi Lexus Toyota Honda Subaru,134526802410,
used,,,1C4RJFBGXKC595653,Jeep,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,134528168716,
used,,,1GYKNDRS5MZ117980,Cadillac,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,134524243318,
used,,,1C4RJFBG0JC427891,Jeep,,295626522962,
used,,,1C4RJFBG4LC271700,Jeep,,185853707741,
used,,,1C4RJFCG2JC158274,Jeep,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374622104859,
used,,,1J4GW58N14C110743,Jeep,,256039548210,
used,,,00000000000000000,Jeep,,304888587391,
used,,,2GNAXSEV2J6177472,Chevrolet,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,134525386880,
used,,,1C4RJFDJ5LC173199,Jeep,4X4 SRT-EDITION(6.4L HEMI),134525364489,
used,,,1J4GZ78YXWC112751,Jeep,LIMITED,195699198648,
used,,,1C4RJFDJ7CC148465,Jeep,JEEP GRAND CHEROKEE SRT-8,325606223086,
used,,,1J8HR58255C616142,Jeep,,295636575812,
used,,,1J4RR6GT4BC540270,Jeep,Overland Luxury 4x4,175681797668,
used,,,1C4RJFCG9KC688534,Jeep,,295614007755,
used,,,1J8HR58277C524940,Jeep,,275783481581,
used,,,1J4GW58S6YC199575,Jeep,,225519580624,
used,,,1J4GW68SXXC639026,Jeep,,304851016469,
used,,,1J4GZ88Z0WC225624,Jeep,,334819244098,
used,,,1j4rr6gg7bc685600,Jeep,,195696216458,
used,,,1C4RJFJT0HC801747,Jeep,,145027063968,
used,,,1j8gw68j24c160701,Jeep,,115752800832,
used,,,1j4gw68s7xc531933,Jeep,,175681007390,
used,,,KL4CJ1SB0HB213586,Buick,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374602958493,
used,,,1J4FJ68S5WL162661,Jeep,,325595860217,
used,,,1J4GW48S34C172337,Jeep,,275773639327,
used,,,1C4RJFAG8FC761935,Jeep,WARRANTY!4x4,285215179819,
used,,,1J4RR7GWXAC109673,Jeep,,225473476511,
used,,,1C4RJFBG4LC271700,Jeep,,185837715814,
used,,,1J4GR48K95C608519,Jeep,4dr Laredo 4WD SUV,374606844817,
used,,,1GYKNCR49NZ116229,Cadillac,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,374596418778,
used,,,1GKKNXLS7LZ160235,GMC,Jeep Grand Cherokee SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA,134512934705,
used,,,1C4RJFAGXJC191252,Jeep,Jeep Ford Escape Honda CRV Toyota RAV4 Mazda Nissan KIA,134508730728,
used,,,1J4GW58N14C110743,Jeep,,256033927951,
used,,,1j4gw48s2yc136225,Jeep,,175670368515,
used,,,1C4RJFN92JC369327,Jeep,,354697002091,
used,,,1C4RJFN91JC368914,Jeep,,295600658205,
used,,,1J4GW58N14C110743,Jeep,,256029982412,
used,,,1C4RJFBMXFC940465,Jeep,WARRANTY!PREMIUM PACKAGE!,314497265313,
used,,,1C4RJFCG7FC111099,Jeep,,275762416124,
